LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-121.7597096,36.6601662,921,HOLOVITS COURT,,Marina,,,93933,,2e6e0b60b6f0b717
-121.7600419,36.6604449,932,HOLOVITS COURT,,Marina,,,93933,,9d5758fa2c381bd5
-121.7596402,36.6601836,922,HOLOVITS COURT,,Marina,,,93933,,9634d15d6b4f78cf
-121.6165648,36.6906891,1047,RIDER AVENUE,B,Salinas,,,93905,,57e33e6073d4119f
-121.7595907,36.6602222,923,HOLOVITS COURT,,Marina,,,93933,,bbe24e1aff84be91
-121.5967907,36.6880869,1429,COUGAR DRIVE,,Salinas,,,93905,,e4af5b0bb1d059a9
-121.7595889,36.6603851,925,HOLOVITS COURT,,Marina,,,93933,,6da9394f685ffa71
-121.7595888,36.660385,926,HOLOVITS COURT,,Marina,,,93933,,1759a0ec455c681d
-121.7947936,36.6693201,8656,HAYES CIRCLE,,Marina,,,93933,,89a3b1c8b3f2c6b1
-121.7147002,36.5727532,73,PASEO HERMOSO,,Salinas,,,93908,,1546e52db8caf967
-121.7597487,36.6604429,928,HOLOVITS COURT,,Marina,,,93933,,a232a4dc845c8f89
-121.7598306,36.6604403,929,HOLOVITS COURT,,Marina,,,93933,,5d1a16e1f82c08db
-121.7598308,36.6604409,930,HOLOVITS COURT,,Marina,,,93933,,390a545c9cb331a5
-121.8571452,36.6011261,439,CASANOVA AVENUE,,Monterey,,,93940,,9c95af0002e15645
-121.6021831,36.6805332,730,WILLIAMS ROAD,145,Salinas,,,93905,,81776964521d5bcb
-121.7600404,36.6604458,931,HOLOVITS COURT,,Marina,,,93933,,f08fd17fd84df4d7
-121.1807127,36.0875872,57806,JOLON ROAD,,King City,,,93930,,9b3694b13b4c1bb3
-121.95064,36.5909946,3109,SLOAT ROAD,,Pebble Beach,,,93953,,359183227fa5b229
-121.7601159,36.6604497,934,HOLOVITS COURT,,Marina,,,93933,,208cff103d10660d
-121.6091179,36.6910409,775,ELKINGTON AVENUE,F,Salinas,,,93905,,a4bc1b3db4778c65
-121.3308126,36.4342807,364,INDIAN PAINTBRUSH WAY,,Soledad,,,93960,,dd02294f7047e319
-121.4467732,36.510491,120,8TH STREET,,Gonzales,,,93926,,8c748b6563b2d3d5
-121.6144122,36.6807861,1206,BELLEHAVEN STREET,,Salinas,,,93905,,8a94deeaa7f530d9
-121.7603094,36.6604814,936,HOLOVITS COURT,,Marina,,,93933,,71c1ad8445d6999d
-121.76059,36.6605015,939,HOLOVITS COURT,,Marina,,,93933,,9f9345db452a5ab5
-121.7605854,36.6605042,940,HOLOVITS COURT,,Marina,,,93933,,207317d105027ac1
-121.7607912,36.6604913,942,HOLOVITS COURT,,Marina,,,93933,,f8f31aa9acbf4d27
-121.7608917,36.6604803,943,HOLOVITS COURT,,Marina,,,93933,,102dc46a61628181
-121.7399383,36.652599,16934,MAHONE STREET,,East Garrison,,,93933,,5072438d97c1b68d
-121.7395684,36.6526628,16935,MAHONE STREET,,East Garrison,,,93933,,91c674ccfba86b51
-121.7399547,36.6524769,16938,MAHONE STREET,,East Garrison,,,93933,,575a3aed22b2a0d3
-121.7395828,36.6524297,16943,MAHONE STREET,,East Garrison,,,93933,,4c3ad6f68a3e5f5d
-121.7389679,36.6536675,17006,MORGAN STREET,,East Garrison,,,93933,,a33434dbdebd2a6d
-121.7389774,36.653517,17010,MORGAN STREET,,East Garrison,,,93933,,48907cffe84a28b3
-121.8781873,36.5940653,1261,NINTH STREET,,Monterey,,,93940,,faf413b2b7353037
-121.828584,36.5305663,8421,CARMEL VALLEY ROAD,,Carmel,,,93923,,743ac61e9576d615
-121.9011385,36.5938323,640,MARTIN STREET,,Monterey,,,93940,,79bab6fc2005fcef
-121.6967417,36.5236158,432,CORRAL DE TIERRA ROAD,,Salinas,,,93908,,ed84910a41e4ab01
-121.620408,36.6816165,1038,E LAUREL DRIVE,B,Salinas,,,93905,,6092dd1c4126df77
-121.662293,36.7062013,524,INCA WAY,,Salinas,,,93906,,93adfe90acd75509
-121.6401579,36.6976308,1221,GRANADA AVENUE,,Salinas,,,93906,,3a571d12f1da97d5
-121.7959167,36.6758413,334,REINDOLLAR AVENUE,,Marina,,,93933,,fc05e503755b40f3
-121.7390343,36.6528669,17034,MORGAN STREET,,East Garrison,,,93933,,2a7fb5175813c543
-121.7390385,36.6527356,17038,MORGAN STREET,,East Garrison,,,93933,,8921b171134b9b15
-121.7390458,36.6525232,17046,MORGAN STREET,,East Garrison,,,93933,,8e099af9e0ac72b7
-121.7390684,36.6524105,17050,MORGAN STREET,,East Garrison,,,93933,,35dd8e610a3b6f35
-121.7386061,36.6528196,17035,MORGAN STREET,,East Garrison,,,93933,,5bfe7a900469f557
-121.7386142,36.6526286,17043,MORGAN STREET,,East Garrison,,,93933,,a3962728de2dd9ff
-121.7939166,36.6796953,326,CARMEL AVENUE,,Marina,,,93933,,e25954e4b3451935
-121.7386288,36.65254,17047,MORGAN STREET,,East Garrison,,,93933,,49defd48d7c5f5cb
-121.3176617,36.4393825,939,SAN GABRIEL,,Soledad,,,93960,,eda8ce10885219fb
-121.6583755,36.6778086,10,LINCOLN AVENUE,312,Salinas,,,93901,,b5a919fce564df95
-121.6589147,36.7136091,1651,MADRID STREET,C\A,Salinas,,,93906,,8d863d88ebaf34bf
-121.6396079,36.6625056,626,BRUNKEN AVENUE,,Salinas,,,93901,,ed5df26cf5d5c0bb
-121.8212847,36.6207976,1955,PARALTA AVENUE,,Seaside,,,93955,,edf7528cc85c8cb7
-121.7390538,36.6518391,17102,MORGAN STREET,,East Garrison,,,93933,,1a4d6ae4fa0fb0f7
-121.7390593,36.6517436,17106,MORGAN STREET,,East Garrison,,,93933,,11fa8b20864ce067
-121.7390652,36.65166,17110,MORGAN STREET,,East Garrison,,,93933,,f04a4f03d25c7303
-121.8089069,36.6626639,199,9TH STREET,,Marina,,,93933,,96693e42c12131e7
-121.8087766,36.6626692,203,9TH STREET,,Marina,,,93933,,bd3fe5abca88db93
-121.8086685,36.6626619,205,9TH STREET,,Marina,,,93933,,fccc977d32a1c927
-121.8085695,36.6626614,207,9TH STREET,,Marina,,,93933,,6b4cae1a7e1e7627
-121.808348,36.6626586,209,9TH STREET,,Marina,,,93933,,124b78c1000765fd
-121.8081213,36.6626618,213,9TH STREET,,Marina,,,93933,,e09d1aa7abcb1b0b
-121.5477761,36.6742179,24852,BLOSSOM HILL CIRCLE,,Salinas,,,93908,,c70ffc44fa713213
-121.8614572,36.5998049,215,MONTECITO AVENUE,,Monterey,,,93940,,5962a801f271c115
-121.8049626,36.6632478,253,BOARDWALK AVENUE,,Marina,,,93933,,8188f2f88a2f4953
-121.9193436,36.6212813,207,18TH STREET,,Pacific Grove,,,93950,,218a7342657f428f
-121.8045976,36.6631607,2712,BUNGALOW DRIVE,,Marina,,,93933,,5ae3977425b37cad
-121.8044103,36.6637654,2722,BUNGALOW DRIVE,,Marina,,,93933,,8663bf2c200e12c3
-121.8040962,36.6647079,2750,BUNGALOW DRIVE,,Marina,,,93933,,6d3fac9b268c6e47
-121.1505232,36.1759345,46270,PINE MEADOW DRIVE,,King City,,,93930,,7311b5c5ebb0ed9f
-121.1256034,36.2082653,429,PARK PLACE,,King City,,,93930,,a4ecdd9a2d2101eb
-121.6304786,36.6489644,1155,HARKINS ROAD,F,Salinas,,,93901,,b0ccbd97071f5883
-121.8016576,36.6498134,3725,ENGINEER ROAD,,Seaside,,,93955,,4077435faf40c779
-121.9521415,36.5949452,3076,BIRD ROCK ROAD,,Pebble Beach,,,93953,,873df8e902676b41
-121.90946,36.61796,218,3RD STREET,,Pacific Grove,,,93950,,c7ad981e1be11e9f
-121.6672905,36.7013844,1293,N DAVIS ROAD,,Salinas,,,93907,,7369a441b6164477
-121.6490872,36.6672731,233,MAPLE STREET,,Salinas,,,93901,,5f5c2735b3aa074d
-121.9045344,36.6121982,601,BELDEN STREET,,Monterey,,,93940,,787a9fc93fcfddb7
-121.1306602,36.2153802,415,N VANDERHURST AVENUE,,King City,,,93930,,f91af2e3381a4607
-121.1398045,36.2141949,800,SANDRINGHAM STREET,,King City,,,93930,,3337e67141c6b7e9
-121.1231555,36.2096126,223,CARLSON STREET,,King City,,,93930,,f56d5fc3a2742fd3
-121.1282022,36.2196645,609,BEECH STREET,,King City,,,93930,,f914cae1d3ee854d
-121.1306104,36.2074702,314,S MILDRED AVENUE,,King City,,,93930,,15f1f8775f8f4757
-121.0204348,36.1298947,53360,SAN BENITO STREET,,San Lucas,,,93954,,116d52ffb156aa31
-120.9077784,36.0198998,62227,COLLEGE STREET,,San Ardo,,,93450,,15aa315026f2b335
-120.9080238,36.0202614,62207,ANNETTE STREET,,San Ardo,,,93450,,ca15f30b1500fe1b
-120.8796763,35.9922444,64403,SARGENTS ROAD,,San Ardo,,,93450,,7139139e6cbd38a9
-121.6127048,36.686981,1058,N SANBORN ROAD,14,Salinas,,,93905,,da24b0b4fd663e97
-120.9026902,36.0203569,60110,RAILROAD & GODCHAUX STREET,,San Ardo,,,93450,,99b9c1284e575225
-121.6428247,36.6914138,30,LA POSADA DRIVE,B,Salinas,,,93906,,ab75310c5e8d3f77
-121.6489355,36.7115092,343,REGENCY CIRCLE,303,Salinas,,,93906,,88a1aad0b97b5e0f
-121.7470821,36.4920047,66,BORONDA ROAD,,Carmel Valley,,,93924,,b446cb108ff2ad13
-121.6182058,36.7097881,1731,BURLINGTON DRIVE,,Salinas,,,93906,,64a41f54cc68575b
-121.877998,36.5391305,26485,VIA PETRA,,Carmel,,,93923,,fc0a70e69ba5dca5
-121.6054384,36.698299,1407,MADRONE DRIVE,,Salinas,,,93905,,b940f5ff35cfb7bb
-121.6181664,36.6907568,1107,ALAMO WAY,B,Salinas,,,93905,,db1f3891ce1dcc1d
-120.4313846,35.9173982,69482,PARKFIELD-COALINGA ROAD,,Parkfield,,,93451,,5b950a20a01b4235
-121.9076174,36.6184938,189,EVANS AVENUE,,Pacific Grove,,,93950,,7794204c7d1353d7
-121.6396372,36.7161417,1929,CABERNET WAY,,Salinas,,,93906,,57f34990b8bd83c3
-121.796481,36.6518568,0,1ST STREET,,Seaside,,,93955,,3838d3e50f26d495
-120.6776754,35.884828,72829,CROSS COUNTRY ROAD,,Parkfield,,,93451,,7e0c1f266de3bbfb
-120.4818915,35.9007124,83860,WHITE ROAD,,Parkfield,,,93451,,679575535c007d3d
-120.5640716,35.7998332,76950,BARKER ROAD,,Parkfield,,,93451,,90896f93a7d9b819
-120.5578746,35.8115845,76918,RANCHITA CANYON ROAD,,Parkfield,,,93451,,53458bfc894cf537
-120.7117302,35.807802,76945,INDIAN VALLEY ROAD,,Parkfield,,,93451,,3d3bd7137c6aa78d
-121.0734614,35.8192255,76365,BRYSON HESPERIA ROAD,,Bradley,,,93426,,7924c35bb549b8d1
-121.6472885,36.7006347,275,ELWOOD STREET,,Salinas,,,93906,,46f5ed7055009fcf
-121.6696309,36.6897178,902,SLOAT DRIVE,,Salinas,,,93907,,cbb9774174c6b7a7
-121.6500943,36.7071578,196,E ALVIN DRIVE,205,Salinas,,,93906,,dc35f3ff0a143f35
-121.0227102,35.8055532,53406,SMITH ROAD,,Bradley,,,93426,,3d8653c4670bad85
-121.0315194,35.8132195,2509,SMITH ROAD,,Bradley,,,93426,,8b3716eb5f229307
-121.0020763,35.9097239,70185,JOLON ROAD,,Bradley,,,93426,,52be2a8ffdedb633
-121.007616,35.8940497,54454,BRADLEY LOCKWOOD ROAD,,Bradley,,,93426,,b17a852b1a1dc741
-121.0752065,35.9272159,50265,ADOBE PLACE,,Bradley,,,93426,,f1dfa1ac4b7c2821
-121.0558172,35.8189878,76076,BRYSON HESPERIA ROAD,,Bradley,,,93426,,8110f72ca726295d
-120.85508,35.7948904,62740,NACIMIENTO LAKE DRIVE,,Bradley,,,93426,,5ebe881d6eaf3ab7
-120.6854222,35.8805345,72345,CROSS COUNTRY ROAD,,Parkfield,,,93451,,bb78a781c5d98c3b
-120.5343909,35.8285563,75327,RANCHITA AVENUE,,Parkfield,,,93451,,5de06e0839d9901f
-120.4113748,35.8716594,72213,PARKFIELD CEMETERY ROAD,,Parkfield,,,93451,,42cb034cef0f329d
-121.922567,36.621576,232,LOBOS AVENUE,,Pacific Grove,,,93950,,be3b4b411a5a4ee5
-121.7901722,36.5614567,10760,EL CAMINO NUEVO,,Monterey,,,93940,,71bd8bc51502fe71
-121.6554014,36.9041975,18260,MURPHY HILL ROAD,,Aromas,,,95004,,5bf1ba31642a7073
-121.6720899,36.8745332,2755,TIERRA WAY,,Royal Oaks,,,95076,,1abb0bd454e18aef
-121.841436,36.6125316,1165,BIRCH AVENUE,,Seaside,,,93955,,d631d56bfebc4d9b
-121.3279328,36.4288118,261,MAIN STREET,,Soledad,,,93960,,02272536745e9add
-121.6171986,36.7099927,7,NEW BRITAN CIRCLE,,Salinas,,,93906,,afe3aab2b1cdfe39
-121.6187654,36.7025302,1638,MARSHFIELD COURT,,Salinas,,,93906,,294f4239cc76bb99
-121.598273,36.6961308,1588,MESQUITE DRIVE,202,Salinas,,,93905,,40b5fe9207d56487
-121.6715295,36.8732752,2745,TIERRA WAY,,Royal Oaks,,,95076,,6e0bea13a77bd30d
-121.6584988,36.8614402,2566,SAN JUAN ROAD,,Royal Oaks,,,95076,,718e0bd3bf747341
-121.544752,36.6122882,23940,POTTER ROAD,,Chualar,,,93925,,b15cc6d4a89fcf5b
-121.3174626,36.4201148,1626,MONTEREY STREET,,Soledad,,,93960,,d779731488c641e9
-121.6575461,36.8898638,1300,ANTON PLACE,,Aromas,,,95004,,33c4894cc7e04d49
-121.650644,36.8870162,288,BLOHM AVENUE,,Aromas,,,95004,,72ca5c28c76b0955
-121.6640682,36.9042475,835,VIA MANZANA,,Aromas,,,95004,,cf4f4741ade7bfc3
-121.3174081,36.4201731,1624,MONTEREY STREET,,Soledad,,,93960,,de94dc2fc84fb663
-121.636405,36.8642767,19240,EL CERRITO WAY,,Aromas,,,95076,,82a5f3150a8863e3
-121.6634226,36.904407,840,VIA MANZANA,,Aromas,,,95004,,678720edcf3c5dd7
-121.9226476,36.5632944,24767,DOLORES STREET,,Carmel,,,93923,,2f11d5401888765f
-121.834801,36.5991129,1078,HAVILAND TERRACE,,Seaside,,,93955,,5c4d80b634d7ccf7
-121.8436555,36.6014807,1158,PROSPECT STREET,,Seaside,,,93955,,9c1ec70478de5f55
-121.8515853,36.5957107,740,CASANOVA AVENUE,12,Monterey,,,93940,,ccb9e3cc1dd98a57
-121.8493535,36.5999832,775,KIMBALL AVENUE,,Seaside,,,93955,,8d7a0dd49f4a4f97
-121.6631257,36.654577,60,STEPHANIE DRIVE,103B,Salinas,,,93901,,8c31262e60af7685
-121.8338551,36.5982458,1062,HAVILAND TERRACE,,Seaside,,,93955,,2fb459a8d6caa601
-121.7708455,36.6698146,3126,ARNOLD COURT,,Marina,,,93933,,869568758a3231cb
-121.8340676,36.598861,1053,HAVILAND TERRACE,,Seaside,,,93955,,02b0c5c6195e76db
-121.8348074,36.5985638,1072,HAVILAND TERRACE,,Seaside,,,93955,,3a18a8f715f769d7
-121.8337083,36.5983086,1060,HAVILAND TERRACE,,Seaside,,,93955,,635e946037852e75
-121.8343498,36.5986561,1073,HAVILAND TERRACE,,Seaside,,,93955,,fe7bb97e03292117
-121.834342,36.5990723,1077,HAVILAND TERRACE,,Seaside,,,93955,,2ec3078342838ed9
-121.6489715,36.6808768,15,HACIENDAS PLACE,,Salinas,,,93901,,8415d9f4fb76716d
-121.6548126,36.6866588,122,CASENTINI STREET,H,Salinas,,,93907,,8dc81830b3c3d651
-121.6586846,36.6956148,1083,TYLER STREET,,Salinas,,,93906,,9e35ccc8f528f8d1
-121.6375805,36.6750935,510,ROOSEVELT STREET,A,Salinas,,,93905,,ea3beee9327aac97
-121.795677,36.6941557,3271,BEGONIA CIRCLE,,Marina,,,93933,,a1458276ae5c03e9
-121.8897226,36.5973453,560,ROBINSON STREET,,Monterey,,,93940,,4770d88f32d44fc9
-121.6283391,36.8166245,59,CRAZY HORSE CANYON ROAD,,Salinas,,,93907,,03fbdf651e223d53
-121.6722577,36.6675314,652,CARMELITA DRIVE,2,Salinas,,,93901,,6a66bb6da7408fcf
-121.6198665,36.6840507,985,ACOSTA PLAZA,4,Salinas,,,93905,,66bbc02fade1e25f
-121.598792,36.6874449,1375,CACHUMA COURT,,Salinas,,,93905,,2995ddd771547d23
-121.6256371,36.8128492,114,CRAZY HORSE CANYON ROAD,,Salinas,,,93907,,5bdf4f9892e321cb
-121.6251389,36.810072,134,CRAZY HORSE CANYON ROAD,,Salinas,,,93907,,17deca110d60d139
-121.6289751,36.8171543,53,CRAZY HORSE CANYON ROAD,,Salinas,,,93907,,956742abd5bdc449
-121.6287535,36.8159099,50,CRAZY HORSE CANYON ROAD,,Salinas,,,93907,,d2ebc7422f89ba77
-121.6264664,36.8157933,81,CRAZY HORSE CANYON ROAD,,Salinas,,,93907,,400e05dc77efeabd
-121.6260293,36.8139311,96,CRAZY HORSE CANYON ROAD,,Salinas,,,93907,,0101430187504b77
-121.6174378,36.794949,440,CRAZY HORSE CANYON ROAD,,Salinas,,,93907,,4048bccf740f7643
-120.9892543,35.8995825,70540,NEW PLEYTO ROAD,,Bradley,,,93426,,b3069573494d51c3
-120.9824322,35.9035438,70255,NEW PLEYTO ROAD,,Bradley,,,93426,,2e628e5893601679
-121.6380477,36.6709233,535,JOHN STREET,22,Salinas,,,93905,,e471338bab252ba1
-121.6583755,36.6778086,10,LINCOLN AVENUE,110,Salinas,,,93901,,a4e30535c215be1f
-121.65745,36.6958676,408,TYLER PLACE,J,Salinas,,,93906,,10bcc1913147436d
-120.5529869,35.7913465,77100,DOUGLAS ROAD,,Parkfield,,,93451,,6b65c133bf807d05
-121.8945912,36.5984804,467,ALVARADO STREET,,Monterey,,,93940,,2bbf1e288a69c969
-121.2544934,36.3170557,1231,HICKS DRIVE,,Greenfield,,,93927,,3448c8f087f4a57f
-121.6594218,36.6641128,982,PARK ROW,,Salinas,,,93901,,31ce1566dc26bdd3
-121.6585985,36.6946708,1059,TYLER STREET,,Salinas,,,93906,,e218df1e709b3f97
-121.6576554,36.696169,406,TYLER PLACE,J,Salinas,,,93906,,1f135b6b84850ab9
-121.6576554,36.696169,406,TYLER PLACE,L,Salinas,,,93906,,99412b7fb00998fd
-121.7208738,36.5761343,37,PASEO DE VAQUEROS,,Salinas,,,93908,,337c6882675812c5
-121.6450286,36.6028982,18479,DEERTRACK PLACE,,Salinas,,,93908,,37f2557d62a54fbf
-121.6441896,36.8276947,562,ECHO VALLEY ROAD,,Salinas,,,93907,,008eb3ab8ad63139
-121.6514728,36.6015453,19705,AMBER HILL COURT,,Salinas,,,93908,,5728193799daf5ed
-121.6517987,36.8243027,6318,MARK LANE,,Salinas,,,93907,,428d3577a1d3c689
-121.6880777,36.6224369,19219,CREEKSIDE LANE,,Salinas,,,93908,,2d1724d266adc251
-121.6589208,36.778076,9673,MARTIN LANE,,Salinas,,,93907,,b081e4ca888e942d
-121.8040708,36.642095,308,KALBORN ROAD,,Seaside,,,93955,,7a8e514b28f60d6d
-121.5922373,36.6793284,1327,ROSSANO COURT,,Salinas,,,93905,,65e44aedf196a95f
-121.5933121,36.6787968,1342,ROSSANO COURT,,Salinas,,,93905,,d9e9e663c290d52f
-121.8295277,36.6142783,1785,MENDOCINO STREET,,Seaside,,,93955,,bd0ff50b9efadd95
-121.8949702,36.370212,39320,COAST ROAD,,Big Sur,,,93920,,0253105667de5c5b
-121.644997,36.6228781,37,RAILROAD AVENUE,,Spreckels,,,93908,,8bfb64a73d670877
-121.9112372,36.609091,638,GRACE STREET,,Monterey,,,93940,,9fc80c7c841b9d97
-121.8537575,36.6113772,1683,CATALINA STREET,,Seaside,,,93955,,dcf99d4c9e119749
-121.6351675,36.6534724,930,E BLANCO ROAD,,Salinas,,,93901,,5f5114dcff39ecb1
-121.8384276,36.6097413,1280,OLYMPIA AVENUE,,Seaside,,,93955,,5bb5b69663f7e275
-121.9037638,36.5919798,41,SAN BERNABE DRIVE,,Monterey,,,93940,,b5e3f75a8d8d3a91
-121.7951848,36.517592,10196,OAKWOOD CIRCLE,,Carmel,,,93923,,be93502dad602673
-121.6545396,36.8223273,6724,LANGLEY CANYON ROAD,,Salinas,,,93907,,6e4a011c11dea875
-121.6744929,36.8218319,1870,SAN MIGUEL CANYON ROAD,,Salinas,,,93907,,85c727498c4f71bf
-121.6625325,36.9093251,675,VIA MANZANA,,Aromas,,,95004,,85248a35d45313af
-121.6578892,36.8860427,219,AROMAS ROAD,,Aromas,,,95004,,0988c9eae52a0af5
-121.6597912,36.875479,2115,SAN JUAN ROAD,,Aromas,,,95076,,81cedefd37987cd1
-121.6425041,36.8550275,2826,SAN JUAN ROAD,,Royal Oaks,,,95076,,7932bf03147098f9
-121.485819,36.559022,25104,OLD STAGE ROAD,,Chualar,,,93925,,4ce2d85aab9ec281
-121.6596625,36.6781436,14,STONE STREET,,Salinas,,,93901,,908d2a17ad23ff89
-121.6585896,36.6623457,1000,S MAIN STREET,317,Salinas,,,93901,,a0ff4ef5c8864525
-121.7984326,36.6736878,8536,HAYES CIRCLE,,Marina,,,93933,,e3be3e37c0d7b531
-121.8389186,36.5967873,7,WALLACE PLACE,,Monterey,,,93940,,9f09fa50287b547b
-121.9192832,36.6125899,924,14TH STREET,,Pacific Grove,,,93950,,fc603772c9bbd7d7
-121.8360699,36.5949652,8,SAUCITO,,Monterey,,,93940,,f20aee05cd9f188b
-121.8361797,36.5953603,1069,PORTOLA DRIVE,,Monterey,,,93940,,47e401924e4cd57b
-121.8356724,36.5951806,16,SAUCITO,,Monterey,,,93940,,038c7f541a41c49b
-121.8359039,36.596702,14,HILWILL PLACE,,Monterey,,,93940,,f6041d51579d5153
-121.8412665,36.5956228,1,WORK,,Monterey,,,93940,,82c8fdf560ebd417
-121.8320906,36.5957737,68,CARLTON PLACE,,Monterey,,,93940,,b748747753b33195
-121.7218343,36.5799147,714,HWY 68,,Salinas,,,93908,,d0864651a6f3cb73
-121.6561575,36.6966594,319,HAYES STREET,3,Salinas,,,93906,,659b9aa8cc2f63e5
-121.6342649,36.715099,1986,GLADSTONE WAY,,Salinas,,,93906,,494d07249f535f87
-121.630789,36.7048042,636,LESLIE DRIVE,C\A,Salinas,,,93906,,7306473556ec5933
-121.9257254,36.6270883,939,JEWELL AVENUE,,Pacific Grove,,,93950,,9e6d9f40e1f45d27
-121.2346762,36.3333534,377,PORT LANE,,Greenfield,,,93927,,05ea4676cff92e9f
-121.4406786,36.5193166,1014,ZINFANDEL DRIVE,,Gonzales,,,93926,,4d088d3e8386efed
-121.6634285,36.6551742,1320,PADRE DRIVE,102,Salinas,,,93901,,48670e7e61bcf34b
-121.8531564,36.5874937,2475,HENDERSON WAY,,Monterey,,,93940,,a06010ce0756c78f
-121.8396786,36.5458726,38,TEHAMA,,Monterey,,,93940,,19998dbd61d62b3d
-121.5991597,36.6920156,1033,EAGLE DRIVE,,Salinas,,,93905,,52410254b3576eb7
-121.6113812,36.6850949,1102,CORTEZ STREET,A,Salinas,,,93905,,7832bde570fcb0a1
-121.7263343,36.7743823,9908,MADRAS PLACE,,Salinas,,,93907,,6c1eae1ff529b417
-121.5972728,36.6886607,1121,EAGLE DRIVE,,Salinas,,,93905,,db69ae4221b78085
-121.3287457,36.4366199,688,GARDENIA PLACE,,Soledad,,,93960,,b82d0593eaacb9b9
-121.3284603,36.4368449,705,GARDENIA PLACE,,Soledad,,,93960,,b022c8e7e1dcdeb5
-121.3284841,36.4367369,700,GARDENIA PLACE,,Soledad,,,93960,,576dcec6ec8dba33
-121.6307468,36.6784684,715,ELTON PLACE,25,Salinas,,,93905,,76f6fd8be8bf4beb
-121.9291994,36.6156111,859,MAPLE STREET,,Pacific Grove,,,93950,,2132f6753c89d46b
-121.9269824,36.6148883,811-,MAPLE STREET,,Pacific Grove,,,93950,,eec24cd715ef9025
-121.9290097,36.6155731,857,MAPLE STREET,,Pacific Grove,,,93950,,2b15f08c57d0b047
-121.6015503,36.6964575,827,BUCKHORN DRIVE,,Salinas,,,93905,,d8545f8d3cfed391
-121.8612384,36.5977714,428,DELA VINA AVENUE,223,Monterey,,,93940,,49ce41cc53b8be77
-121.7892038,36.6909507,3261,DE FOREST ROAD,,Marina,,,93933,,7ce78b70fff6bc33
-121.8183678,36.6392049,161,LUZON ROAD,,Seaside,,,93955,,54770e8aa115adeb
-121.3167931,36.4262594,1416,METZ ROAD,,Soledad,,,93960,,8a6408950f3a1839
-121.7330193,36.6552796,16118,EAST GARRISON DRIVE,,East Garrison,,,93933,,c919a19e238e0b15
-121.7330261,36.655213,16122,EAST GARRISON DRIVE,,East Garrison,,,93933,,eb78f3c0f3ee98b7
-121.733024,36.655154,16126,EAST GARRISON DRIVE,,East Garrison,,,93933,,a97cbf1a99ca5849
-121.7330512,36.6550168,16134,EAST GARRISON DRIVE,,East Garrison,,,93933,,49773667e06b07b5
-121.7324966,36.6554329,16111,EAST GARRISON DRIVE,,East Garrison,,,93933,,b3125d0c42bb7c85
-121.7325152,36.6553107,16115,EAST GARRISON DRIVE,,East Garrison,,,93933,,c9138cd9dfce10dd
-121.7325338,36.6551885,16123,EAST GARRISON DRIVE,,East Garrison,,,93933,,f38e3fd9c9bb0779
-121.7327961,36.6542746,14030,SHERMAN BOULEVARD,,East Garrison,,,93933,,8dc7fbe49ef8931b
-121.7328936,36.6541841,14034,SHERMAN BOULEVARD,,East Garrison,,,93933,,d59d51201b79d8d7
-121.8775867,36.5376706,106,HACIENDA CARMEL,,Carmel,,,93923,,b2083afac35b65cb
-121.7993006,36.672579,8578,CARSWELL STREET,,Marina,,,93933,,2f32466651c8d63d
-121.8205445,36.6403252,168,BATAAN ROAD,,Seaside,,,93955,,b2b92a14f1b5f863
-121.6049983,36.6900429,1300,N SANBORN ROAD,,Salinas,,,93905,,e48603f04a4806a1
-121.1324965,35.8140055,76450,DEER PASS ROAD,,Bradley,,,93426,,7a723d133e440dcf
-121.7724725,36.66548,2617,TRENTON COURT,,Marina,,,93933,,ace2960d3b7be2fd
-121.7714252,36.6567212,3342,PETERSBURG COURT,,Marina,,,93933,,50462ee49b099a57
-121.771427,36.656719,3341,PETERSBURG COURT,,Marina,,,93933,,e26a9dffcbebad2b
-121.7720306,36.6565759,3337,PETERSBURG COURT,,Marina,,,93933,,3e724785547f0a7d
-121.1330001,36.2128995,324,PATTERSON STREET,,King City,,,93930,,b5f15b148beeba1b
-121.1467951,36.1841141,45165,MERRITT STREET,,King City,,,93930,,05f987f2ec6dd935
-121.609541,36.6880608,709,GALINDO STREET,,Salinas,,,93905,,005cded4f15d3975
-121.6607193,36.6577443,75,NISSEN ROAD,2,Salinas,,,93901,,276304b3c4ad3505
-121.1323495,36.2074108,209,CANAL STREET,,King City,,,93930,,cbabc247d68c414f
-121.7400413,36.6550228,13706,SHERMAN BOULEVARD,,East Garrison,,,93933,,1728f35db5bbf02b
-121.7396677,36.6553476,13713,SHERMAN BOULEVARD,,East Garrison,,,93933,,607e0c3fa1bdff7f
-121.7391669,36.6549952,13722,SHERMAN BOULEVARD,,East Garrison,,,93933,,d8a68581eb67ccdf
-121.7392609,36.6548046,13726,SHERMAN BOULEVARD,,East Garrison,,,93933,,e229b9af05b6d12d
-121.7389651,36.6553208,13729,SHERMAN BOULEVARD,,East Garrison,,,93933,,608a23200be5a3c9
-121.0358735,36.2447331,52490,LONOAK ROAD,,King City,,,93930,,031305128f1934db
-121.627168,36.6477731,1367,DAYTON STREET,B,Salinas,,,93901,,dbc27849d2360329
-121.6424268,36.709741,320,HAMPTON STREET,,Salinas,,,93906,,0e3ca16fadadb891
